,Actual_Volume,Period,Days_Since_Cutoff,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75,Sample_76,Sample_77,Sample_78,Sample_79,Sample_80,Sample_81,Sample_82,Sample_83,Sample_84,Sample_85,Sample_86,Sample_87,Sample_88,Sample_89,Sample_90,Sample_91,Sample_92,Sample_93,Sample_94,Sample_95,Sample_96,Sample_97,Sample_98,Sample_99,Sample_100
2024-07-19 04:00:00+00:00,3760570000,Calibration,0,3431213744.8058205,3530616336.670344,4218508763.518763,3305166227.7834053,3226217297.818843,4095624680.485925,3826503965.570398,3912009038.8547163,3977467216.6877456,2998005894.1754684,3652277841.957159,3715199774.2161393,4123005113.564591,4033014388.4602346,3640197599.2514935,4074325266.6895623,3889992991.7876062,4283217963.8119497,3805102012.3466096,3491570592.0818663,3904460490.6780553,3976342330.549498,3851431994.6160545,3968338259.108418,4150087425.3293257,3878992802.072067,4094613837.7400446,3669043797.337914,3726620685.4542446,3698071385.9660926,3987374172.5597105,3391187527.4653907,4066634087.2290397,3449314076.9604707,3644875129.1298223,3302442839.3951855,4530329654.576971,3889211214.7450733,4365306575.202563,3021291795.3813276,3839560379.095705,3720578296.4454045,4112019525.139088,4157244417.9977193,4092011255.2214303,4004070740.3750505,3804439580.9986653,4180954528.50679,4203309856.5238113,3572180660.2496643,4045974172.342194,3960711496.132226,3971466806.555347,3768777966.863458,3378665813.305198,3937725672.335038,4182244687.6578674,3979140858.971902,3726451170.4031787,3735819935.355563,3766571968.1678658,4097254006.304886,4392303974.323824,3674894772.1258254,4060396654.6541405,3549951448.3166924,3800481091.767547,3642070988.344094,3605160229.0263457,4424470261.254658,4127166459.2077246,4053305670.347889,4027771078.6122727,3622755456.735151,4054707888.437085,3342638105.344147,3897179501.729919,3429814294.313812,3922596129.0140824,4178403050.512718,3407668672.734286,3841811344.194578,3809429882.388385,3759597718.639353,3777121825.073099,3893865124.509171,3711175041.077067,3653657988.6360035,2947048875.411195,3889849850.7209516,3402341876.861716,3419892795.599759,3664524454.814035,3542210809.15022,3570031272.5473156,3777144271.640972,2802860107.6424956,3634811870.458213,3377182208.0880065,3592106831.365933
2024-07-22 04:00:00+00:00,3375180000,Calibration,0,3549413581.1225595,3309917355.374392,2976130117.7938585,3454296827.370216,3573994465.039217,3315141508.575884,3568223774.34238,3382600268.7193747,3232640888.698097,3704708440.8156414,3280441867.621778,3496430127.355644,3878686246.5055223,2686687574.5078936,2990988014.798909,3533322170.672687,3165359049.717395,3681261563.132881,3055008657.9719124,3146641581.909928,3816315159.8333383,3325479153.721347,3479397913.8633122,3627461235.839608,3390790338.1130505,2997150679.873664,3299812655.00689,3808623466.0945687,3353247007.2261515,3176815869.9585705,3615309916.3715906,3549671344.318964,3579182488.2554345,3199600518.314684,2327167619.483776,3695688261.610157,3287404306.3731556,3259401471.8405995,2870074927.447285,2883729519.135971,3689506733.4183803,3366359608.7738266,3588036873.4097514,3073347781.5797167,3823530668.285175,3547955156.957297,4143724031.234898,3003186226.5228086,3640858503.6633387,2924458999.664676,2872866297.6203146,3707153873.166338,3708550392.000854,3069014803.7623267,3404066678.8247814,3578407372.2822447,3185633148.508312,3586435070.896582,3652204288.493414,3216397031.388801,3359079187.450742,3725262189.6641893,3527765104.421051,3548895940.7719293,3159667065.5677195,3473860302.3818655,3296390084.8348308,3727376137.9113746,3777238131.750587,3264341299.510676,3309415541.609433,3504677845.829611,3217323328.193412,3207772089.333954,3910918940.159357,3152067968.9900374,2848849681.856768,2927356744.175784,3474060173.642295,3776872332.2705445,3071871209.4500937,3386029784.0167766,3443738660.768479,3144177153.662614,3433968959.4817076,3113262761.6763144,3996764814.7896442,3231718895.073652,3384945468.274924,3327403907.800436,3770704343.2533984,2754038527.121449,2700417942.3197985,2902080860.1122932,3604338343.395762,2875944318.505791,3294673075.704378,3063997083.7757998,3229986976.1893954,3664857445.370783
2024-07-23 04:00:00+00:00,3500210000,Calibration,0,3930281629.228698,4183467686.0674005,3771892674.5692453,3322607149.1684136,3583406278.7051516,3460672118.4619284,3725502718.8289294,4511239108.97512,3855057649.9377203,4046829628.692487,3412766723.0567513,3384429473.5336814,3267939713.384381,3587152126.778419,3749469562.37451,3646075853.932326,3771735692.8707037,3171548996.613439,3759863710.5895567,3084129977.362608,3102606137.0628943,3205523828.715865,3970171902.9005003,3383609118.064606,2717298051.87108,3611067569.871258,3549307117.3749094,3053256037.498285,3188171628.7241244,3542422372.536552,3656517902.265268,3412536658.9073367,4225577384.031418,3565333382.683913,3258657758.2482038,4123471534.945936,3502271652.05201,3849950315.0650406,3345004002.812463,3770840166.789807,3221084071.2250605,2623956488.5341263,3589908891.2313495,3253305595.419502,3392159017.934582,4400121425.91757,3847018825.9323897,3349724517.459483,4117054164.65181,3776098156.1040983,3860490746.6263633,3502490509.3458576,3415933767.0005646,3863228996.3313,3185140575.288263,3403633452.933887,3361126975.2796774,3476428357.033791,3573525752.5164747,3479802752.331217,3286439121.543242,3119201245.4462805,4069243376.8697095,3106286111.5803785,3553633590.190576,3054489142.550652,2979171399.8541846,3812530275.7940726,3529464377.070657,3367576464.630758,3355686816.259004,3983362919.6012278,3604627228.948166,2737403769.868196,4087483979.3964067,3782862708.9141593,3469158833.1700172,3382950973.6325493,3436522095.117102,3543747390.875282,3774632755.0778565,3227998252.0052476,3681510409.338502,3105374900.3994036,3355891145.869099,3188053009.4907312,3674803269.96257,3192541787.0279236,3286396813.579108,3264087981.4219255,3116174779.6701293,4013044408.3943467,3799365651.567029,3410183529.0221457,3108576628.4178476,3048842874.5259156,3738096780.2804728,3326374796.425318,3556050615.644778,3837344620.0482388
2024-07-24 04:00:00+00:00,3945550000,Calibration,0,3261100351.6662145,3708947311.3574524,3540199900.862372,3747864955.7342653,3380281664.8365555,3965930575.03364,3467292668.262519,4095458024.1930027,3115288175.368799,3837466640.7020593,3488515015.329978,3699901584.425241,4383153926.560972,3771654909.5155087,4669873957.203494,4430117369.379662,3569809318.060845,3690419240.6055374,4139081351.0371404,4118909391.954749,4413957756.272967,4249839604.6489453,3302061569.4435167,3785844302.4101596,3964263302.8474755,3789328072.4134097,3519101978.8051343,3350585366.0810566,4046838624.1946807,3972990650.542115,4099038373.6829987,2970791993.1740136,3961539848.9658165,3818771853.579445,3762770230.7134566,4344040490.728647,3575029517.36117,3866677433.9825935,4316332018.086787,4106502811.632313,3430989715.726096,4484884495.534399,4818707791.328548,4446376198.431543,4248683675.563827,4402476863.751806,3860694278.79898,3667677784.192103,3262093272.8803916,3848773500.9318085,3912912248.1839414,3924416527.909296,3457710685.813315,4255366804.606041,3677233994.8317857,3458848222.7976165,4073557613.203358,3977764875.737326,3643396647.4344587,3656015248.1256895,3732256435.2383895,4028638564.845541,3886518740.590312,3716718997.6656084,4205294650.6109495,4757497091.864742,3635408308.4689164,3313229442.162919,4231875233.5210733,4181320413.007168,4438127752.675109,3538924684.5254354,3439411693.791078,4069048545.1927934,3636151149.8449855,3410798132.336635,4185065752.6252756,3982734973.836485,4095640453.029779,4109085048.266757,3466695368.4812975,4120421656.20767,3835281945.238775,4284706741.683524,3520553554.49957,3684164251.1728606,3785175758.653312,3744946222.8580484,4003155460.2107744,3583808260.0727615,4225770223.8665876,3669499740.705598,3676153610.268862,3818814940.589543,3355795416.149295,4136374969.9963512,4423063584.206074,4302729289.494347,3991229022.2059727,3254949248.2675095
2024-07-25 04:00:00+00:00,4592120000,Calibration,0,4166407635.516138,5582048190.579361,4430798005.208603,5002654092.0426235,4579445292.069882,4984108661.606083,5136289283.670514,4251091593.220366,4678736375.02697,3495434924.61641,4536589159.013212,4765338257.045605,3700269066.775844,4367004640.688009,4110490286.8453245,4007765126.4953113,4072684009.367015,5178054337.776007,5453509390.935844,5040583295.164889,5844300835.166502,5519339400.400263,5001784603.8960285,5758445017.219897,5307025794.117213,4363769567.242613,4583941940.846428,4852826385.021095,3913272449.6089845,5148468951.0439205,5287342021.152154,5037380179.642165,4926947031.57625,5152309939.17961,5379993722.475844,5325960739.945914,4736880037.351353,4834980235.435229,5030856884.103066,5554132696.46143,4115278425.989497,4388294626.958253,4518668373.877713,4506938286.343045,4611291418.30932,4840443927.601392,4340096905.755292,3581325517.3485556,5153283885.689604,4806486492.073144,6176943842.371851,5050276571.76166,5295925575.069608,4965565893.303413,4892840449.529821,4705902132.705078,4316313899.486802,5275381031.938181,4102541194.565084,4844836409.450211,5376689867.084802,4971779463.840031,4866936152.524701,4445459176.878478,4797762306.719257,4852462394.049208,5767639397.541494,5322225951.004535,5290461015.197885,5357180108.427638,4811380329.385893,5077836603.977868,4369361657.216371,4154190740.552705,5183345745.625579,4642702950.050305,5044780442.85346,4509343863.297531,4229819106.337962,4298443800.708579,4190064990.252547,5121672118.004924,4174865645.0828013,3981015141.190067,5120036353.764645,4571496780.205678,4964667171.347856,4674771429.561508,4667755699.106528,5040605456.405758,4305462793.257439,4791185942.989603,4795136142.52133,4282560971.333421,4596278251.142413,5055194574.394956,5555776975.949741,4993184036.939679,5316261044.261425,4616761372.576385
2024-07-26 04:00:00+00:00,3638770000,Calibration,0,2835730347.889253,3814242268.9696608,4243934885.461606,4003224447.1196737,3294203689.741743,3141510630.856211,3878196390.464146,3528126085.7550044,3347399050.692777,3433428126.9891915,3658058045.6018577,3566701439.701398,3136745714.8199353,4043323099.8961596,2902062118.5809016,3741870395.966111,2921583933.820131,2595863385.4259458,4009303833.5958185,3081270416.1134324,3427566879.509955,3683994385.0383077,3466617014.9053397,3474299850.84473,3750027327.9719253,3823630053.483256,3290175311.427277,3971594246.625821,3935070702.29021,3772685940.295519,3325233592.7344065,3164262653.995802,3212904500.240804,3639598626.8551683,3703415803.7620435,3439368239.85212,4056185088.1816287,3970520090.6101766,3167385285.48282,4040510441.031665,3145126296.0991955,3679170216.9735966,3241590446.5702024,3112221879.789222,3891307632.5039577,3341185396.063453,3214865078.598124,3612611314.075195,3776422443.3649263,3461871920.399722,2786571544.2460074,3161081690.669559,3610520327.72711,3311417031.3428316,2696849900.0786347,3999602550.8021073,3661424616.830893,3311054316.3360724,3870482005.627261,3156596338.486,4277392115.623542,3658578747.6737347,3454728576.549946,3897595053.765683,4132749865.742865,3415089103.7281137,3647044879.1311045,3722258464.9113092,3959353676.1561136,3153887212.30769,3356505581.554855,3582373187.2631736,4115430212.4790206,3786445811.332481,3425313464.059948,3499221074.300771,2899641046.931075,3187796031.8812065,3277492073.0658216,4161771464.0451384,3420166955.022162,3607476890.7047276,3207295957.9910545,3781904134.4896913,4004995532.633418,3328517868.644077,3908511935.326194,3382363967.2145395,3655919518.2248755,3265470475.9031982,3162173446.27465,3079237205.781169,3449910635.650316,3187009764.250515,2649054125.261719,3189441113.473691,3794003569.5304475,3873964075.075949,3221489002.135523,3177319323.761806
2024-07-29 04:00:00+00:00,3379970000,Calibration,0,3256581746.1003203,3158502046.373826,3282928809.361153,3353864408.290649,3453564934.1924324,3719680448.5946627,3091292930.996378,2752280936.9586873,3491412755.3717923,3325264548.87648,3331720799.235412,3507331243.3277698,3025866618.9288177,3127975590.587692,3304948892.908436,3556431788.842799,2602571701.820106,3296726338.569535,3117267418.803742,3194401871.2819896,2914699865.793062,3988403167.824377,3402514813.4116254,3592775351.5683784,3495956271.6272364,2832113706.9484496,3475077982.1445622,2819853270.409215,3362353692.215075,3294399150.530717,3060350102.9294634,2996081760.0086374,4061382958.1631536,3650580428.2925897,3067914101.0524235,3133806392.635825,3693440129.2562423,3611367893.1576924,3575157112.203246,3269532265.720621,3545984897.9734106,3271115084.5513,3486669907.454258,3184384715.2873254,2820807939.6135654,3445055111.6548023,3459002327.8001432,3659571580.4743166,3050340048.555062,3344716614.506931,3804953068.036634,3884702724.019298,3393382653.981203,3643089809.1186614,3896421251.1676817,3723565563.442046,3101727189.2561293,3145387606.166441,3547386499.288533,2714311624.6001906,3879613450.254042,2958397907.693483,2914891914.3954673,3523540777.835712,3278542843.1317444,3247054469.4353476,3287977798.4580636,2828922990.570704,3467505433.14416,3175977741.954817,3507034438.4094996,3402497612.4270053,3364655344.715995,3316482709.3554053,3300724678.085686,3612055140.388797,3583161656.731097,3443557409.7523227,3122128837.3532014,3291138991.6690564,3244856009.965433,3174744094.3902535,3724219919.767342,2874808081.7004967,3582910346.4715714,3485244298.0099697,3378459472.2617474,4217513001.0333886,3869463510.0965056,2752055871.225078,3144655941.3553658,3333989855.165777,3197549883.3232327,3453393775.529442,3375092164.7898436,3671435560.9446087,3659186591.898778,3795969474.611755,2901122093.248555,2922358598.120007
2024-07-30 04:00:00+00:00,3777740000,Calibration,0,4001181679.8167014,3969398397.7384167,3814475767.9695716,3848598195.9151373,4233732089.1791587,4000374935.625532,3747464858.243194,3703211203.708511,3908783188.3017616,3356014733.273456,3801434657.8680654,3633007960.4404397,3228369245.7076526,3432256698.8210187,3739161980.919148,3270535543.646227,3539890734.5614376,3199129090.3261175,4039543637.2385345,3230331010.4848304,3581365718.294361,3163759602.654172,4129012878.396373,3735683942.0256586,3090331077.366872,3944149528.990751,3363297316.1319594,3885504391.804846,3538836493.3583345,4018401866.807819,3290561229.4394894,3990116109.560218,3607659153.765399,3615910172.328767,4131257917.920748,3442631499.8075275,4052288895.906846,4026745475.0507865,3841486803.8429627,3909869346.588329,3208451710.1010904,3252321089.159376,3481326867.630715,3610082882.5388045,3118982183.7166004,3855229639.73776,3550826311.8779955,4112845083.5219727,3827226876.0447164,3565569753.114832,3586150418.264997,3405093509.066701,3496860364.4732833,3162057508.1036997,3749593697.6559343,3573356267.6834254,3525455740.2372785,3548322522.3710575,4129240500.899701,3815285449.626576,3239289650.181433,4134818106.771835,4182744260.7546134,4070686833.4967737,3544933860.1561403,3542888891.1316075,4410108101.804096,3754115834.9710736,4039188425.49824,4049463527.172598,4095886638.2256546,3966865411.006142,4080530595.277588,3772546395.317576,3324882363.7831993,3985176747.3308783,3641248043.8936505,3934476753.7622595,3908678096.709894,3763274313.6547847,4110370841.6373463,3570503695.5627804,3462381684.77374,3783360869.74283,3782292935.5270424,3808675092.0763574,3880071186.19913,3924549351.523493,3529394933.1862836,3721444060.7147813,3964734872.520334,3221232151.1702642,3689349552.018338,3431774230.1647205,3086484130.882633,3839668655.4481072,3253734505.5887823,4146710547.365315,3958167112.519229,3933083037.3931704
2024-07-31 04:00:00+00:00,4546910000,Calibration,0,5000391934.599894,4770072127.249211,4725518323.149756,5087275674.114577,3532086673.0871677,4659491025.503093,4644337842.094287,3985123427.302217,4039651379.136211,4123296227.9153156,4055958312.8132324,3548959618.391529,3658846316.747752,4380182556.088314,4442333110.3795,3693936563.0154634,4216431432.251249,4140104792.8893876,3933870207.1283164,3956542804.0457764,4353364223.097417,3845529213.2908063,3828129995.134208,3543786905.1118956,4034074182.4649096,4644840883.097703,4925374173.993586,4599852405.9021635,3984550649.6673822,4521487417.031192,4426793884.421092,4196355203.6070986,4213285910.462772,4923507390.485994,4355028050.411372,4627268667.721808,4584810575.61849,3847695801.0621443,5361510799.447663,4209639626.4117293,4217772552.79586,3881896458.387878,4562690580.643253,5023261073.067924,4177181007.5527472,4124124516.4760547,5074898462.082384,3968729711.0991106,4804227499.241191,3926423233.970617,3644255413.5849996,3513212125.4452405,4079111846.470019,3592888441.260652,3785187881.81164,3789483240.793392,4523494517.629098,4853875064.099488,3926378386.7913313,4356506476.880737,3730024636.468845,4400117051.694634,4578419985.448314,4929236123.916759,4623003100.42223,4147777142.4141035,4175021456.8912563,4797143337.624192,5104423816.528703,4472474950.140338,3909212596.7283235,4018499336.1233134,4448138367.66375,4651728288.378343,3611250399.7987995,3908102796.204841,4266846544.9347606,4400007337.944417,4416933508.016208,4170405622.74542,3955742932.3529572,4443087971.523125,4168880056.0514235,4753300281.439377,3923810536.2396655,4481747335.846079,4385691485.854338,5217175665.695997,4143456171.8078156,4979908983.553525,3751061877.3796124,4315146292.692513,4329516238.385396,4083695212.521353,4470051869.050196,4867148843.9919405,5052328295.8588915,3908857563.552284,4126875724.827978,4165011432.2386174
2024-08-01 04:00:00+00:00,4703620000,Calibration,0,4780566092.748289,5040479135.42418,4980626254.5232315,4859652254.733633,4799989652.194031,4953479619.222927,4646077230.66388,5179794887.564376,4407449767.750868,5471544730.50912,5301432736.630981,4540036377.52825,4941389832.855683,5070745226.802842,4533607952.01418,4391425359.277557,4445762667.554016,4603602879.752276,5075653093.067799,5006885035.483537,5012945304.465285,5151232878.883942,4264864306.24189,3775145823.8787904,4940610978.536452,4327978557.754385,3950274313.6470456,3768250047.974474,4634087864.961534,4542966308.002919,3865734071.2902956,5180925183.741745,4580858246.991974,4666400963.360433,4763232114.084831,4853155735.171918,4575262163.206313,4994440455.081168,4937091209.494973,5720495620.660793,5038808440.1449175,4301670429.979886,4350108953.691162,5184272621.850369,4323574283.909415,5117317415.8357315,5441229471.10336,4151423685.1984067,4351935618.310973,4970209982.472341,4495343554.219543,4750182321.104521,5147209169.697989,4139952640.4786363,4262680979.588286,4540792872.567447,4205102433.647208,5358650853.735678,5617817904.892404,4474361805.818798,4180365254.5202146,4292235995.529526,4753981713.056171,4600361765.181211,4145278753.925253,3583969520.316097,4702022452.372911,4169292117.1225605,4989129710.145699,5268309769.012351,4650281615.098828,5973159646.526825,5369085096.133148,4305732055.479087,4730427806.463242,5431916312.971358,3623346784.0221076,4478247012.5657835,4681646055.181269,5314497351.178499,4403603085.443746,4768561450.63811,4207090852.5228977,4585042069.197206,5287153935.400487,4912162481.168964,4432172441.533796,5453728572.030386,3954916813.1695814,3419135360.3603053,4881814284.160833,4520504927.893538,5303502276.57279,3707927472.1721883,4833413134.40531,5262474139.194202,5346818866.891651,4496831988.448591,5895456953.842703,4677654186.370515
2024-08-02 04:00:00+00:00,5156450000,Calibration,0,6043197945.084841,4380813902.621996,5275003755.083763,6548884964.145917,5113615205.241359,5207028004.23861,5754442385.853393,4911246619.931622,5139322603.69131,5542385132.531704,4585595847.70392,5609367798.3106575,5085586134.314409,5123221141.285136,5092564649.713334,4853041477.181197,5843010850.521534,5010659913.391866,4928357753.501098,4815655132.228426,4889495556.193812,5334180776.9520855,4191022818.190177,4895945091.61959,5410102912.017236,4770522506.556279,4777698621.039697,5611801408.301769,5554510669.610387,5132019602.798471,5437007345.087413,5825736730.747105,4861691910.059425,4692122343.847417,4571825189.174467,5156702715.555714,4443207893.260531,4740292354.363315,5123432530.254833,5793957366.366308,5413364332.380123,5761039174.347567,4988834301.19009,5793180918.160045,4928308430.005767,4470265286.334382,5525827701.325794,5208061597.214115,5426825881.824309,4883402082.603728,5341034896.93204,6079494271.162847,5708542782.8122635,5179437251.995743,5712175670.946699,4953373516.296546,4539778502.4417095,4471412632.966136,4290664541.5710287,4530237468.981015,5266672470.463111,4232690728.291517,5195551053.535851,4579758339.000033,5677175284.891379,5145922393.37918,5711737306.531715,5912737565.927241,4817648463.286524,5464528662.619685,5068636313.563485,5888989579.230248,4158070957.956919,5388725823.75447,4700025663.904737,4592317176.4365225,5973017626.995925,5505962531.575451,5555815219.726787,5300559193.407232,5499117831.496025,5667054548.628171,4564864024.832459,6075056763.657717,5497994899.368097,5818200200.835348,4769745061.558288,4864627978.205163,5095399703.124389,5046993109.938441,4697542574.4473095,5316499860.508527,5986862352.313356,6204083959.173533,5161514632.865558,5114496525.935117,5006049746.709549,5259966148.105336,5687009486.450019,4848809440.317817
2024-08-05 04:00:00+00:00,5333250000,Calibration,0,4597912618.417466,4946208215.961152,5528740825.849094,5635714838.657529,5692165511.5878525,5692976908.439098,6594973836.402286,5271784405.147758,4855793066.484053,4840899341.664189,5594136124.994681,5175445713.281974,5536445564.640688,5956218137.020589,5530100697.487706,5735947215.932605,5989107821.91626,5039488225.278698,4788257898.454587,5173605525.495062,6163621635.559569,6034848505.410979,5041143018.757995,5897399744.223334,5981979677.57539,5215104722.188435,6228698320.786162,5801655689.8039055,5626235843.8464575,5255005041.375329,5275823799.627763,4990058904.982706,4944981448.0194025,6495465667.84893,4805988079.3021345,6024909198.931283,5226832689.481686,4650552658.46811,4877204160.123407,5424579323.981623,5128408353.15751,5255370265.417199,6342655304.567449,5771447668.430216,5216971165.341586,5203703602.656141,4705183547.91111,5776408375.387755,5798854128.342347,5421520977.358412,5887459931.151994,5646886236.1071005,5752164885.898987,5694205432.355383,5654673871.4391575,5572205896.594764,5466473317.347365,5870803811.447721,5712574160.33587,5488619578.558986,3835875303.987796,5657668192.417212,4530642864.747444,4704134099.400493,4640259602.756869,5259455898.906831,5120312934.672273,4527221645.064837,5645071373.099245,6298587148.048183,5575321196.405432,5050452561.358813,5233671598.4435425,5476819033.293401,5828970278.577782,5916676101.13906,5428373870.256715,5232434251.61237,5536155756.790721,5739955828.901031,5761537333.308501,5077895097.220385,4923790289.75227,6357081774.881688,6414152188.074847,5329495301.063944,4585796374.192531,5354103149.538952,5552695585.423967,5694232350.377106,4917601771.522659,5667816181.107061,5681164009.912368,5836443495.216186,5566851497.244814,6206508181.337829,5697670295.95881,7322519847.936311,5053818092.534775,5531522249.199117
2024-08-06 04:00:00+00:00,4690190000,Calibration,0,3863886006.491858,4541908313.505092,5776496694.24804,3837162945.7860703,4756471808.534253,4932800881.272041,4291134232.943371,4361191383.201184,5049309405.58074,3913151203.15277,5207610475.520802,4542437012.2203865,4978747967.199035,4904467296.164819,5141729882.076809,4370980341.457298,4501258400.043388,4146222459.762593,4787604473.197271,3899313523.207451,4138124241.3815084,4649976828.12543,5276788843.518216,5024304044.54955,4589715165.073132,4788531656.5995455,4454530207.719157,4511978029.330672,4328600372.485901,4892491669.252711,5185604640.564313,5026619055.0155525,4413283623.96832,3807256855.6265216,4272919402.941538,4845770821.844507,4547332613.321499,4623787300.851529,4310574553.123659,4750509756.763203,4746098914.711677,4414139970.963926,4468292829.191206,5097865176.651235,4992505677.439717,4916055668.389171,4344117672.836582,4729298929.16438,4158388923.2436323,4848341059.29563,5459132405.51863,5006978807.928801,5026478924.821426,3271189690.9007845,5303031279.804688,4608281139.599148,4644654501.6247635,5038562776.318293,3767854755.749255,4196039691.4695053,4382966632.516525,5798404148.909323,4201954175.7387238,3801142060.0432925,4954582770.580008,4884760837.101935,4309513939.292572,4288693336.655461,4639819710.493651,4740354218.4984255,4951520047.696426,4149205660.656923,5423187042.500197,4571126451.736135,4526278992.439555,4400969747.460479,3943953221.2014117,4103404299.247238,4522134781.830189,4822027009.975546,5322565276.487121,4089760201.1162157,5443504250.649205,4767638973.286584,4119545979.816271,5126798276.378579,5364151849.442008,4454676502.335709,4432009876.854373,3807946730.435596,4843768343.024543,4769457602.574362,5249369016.60266,4426742056.15506,4752280735.884989,4133660902.644305,4927796296.37233,5016903076.616827,5222030343.985242,4973100760.768735
2024-08-07 04:00:00+00:00,4558260000,Calibration,0,4340466198.684713,4332223122.937207,4339562224.168524,4693523023.297619,4036498271.054451,4210182620.4550123,3761925084.987475,5123669555.783417,4203562885.847001,4221977551.113491,4574613657.008552,4795236019.646613,4480645310.407383,3413984838.178922,3511388845.2787,3990939770.9666023,3581716413.6810794,5365064234.350904,3197339864.303331,4446326990.450345,3605598350.27661,3985864963.088605,4312078340.053554,4763679445.261653,4541841657.046867,4297994375.902927,3790804606.1466227,4911324179.817157,3995439284.338677,4204516394.417798,4071438666.1566415,4034974345.396372,3768580691.2345095,4042273048.6164126,4384990168.607118,3998661329.443775,4822479644.885781,3970012435.09129,4004286805.783249,4995346582.872789,4411477006.536843,3956781369.286061,4016035539.518023,4064383190.8190255,4186779096.967042,4239188990.8576097,4912778136.444354,4490984282.264063,4302607569.799003,4108584363.693939,4985326428.78794,4382774854.720966,4613076122.280394,4942050205.492048,4066713633.0970554,4035933093.33587,4438340675.509948,5042810426.32106,4019754344.277947,4304065968.888898,4978869362.584266,3921581998.6376104,4511432314.30955,4164472694.4899993,4081758482.86343,4136374029.7492704,3381011585.944715,3953175278.6174755,3339876488.2010202,4461525324.400857,4124008731.07227,4326343537.193752,4782053251.811757,3959584697.4879127,4499401882.24134,4436260108.756011,4528475815.150593,4817001895.417966,3912862803.0559783,4268508835.264394,4569468649.893439,4521572807.257133,4651925479.662232,4601010241.989892,4741196528.6814,4590185752.796704,4267195989.107297,4294080204.422008,4546471050.290224,4271597508.7231593,5313373642.284961,4561579952.68401,4737521865.0390625,3972288305.044213,4236824864.373746,5408005676.141696,5006416897.260065,4411277748.1619005,4683514380.062101,5311964727.938397
2024-08-08 04:00:00+00:00,4016830000,Calibration,0,4118465918.2253447,4212307431.7561545,4045898878.3268986,4117312935.870044,3839598914.14277,3738641673.710702,4086638891.313025,3838730793.303321,2813187900.2436957,3881480226.5717206,3885816230.057917,3683761615.255035,4227018273.4620557,3756146157.785214,3819813624.2260337,3723557663.7462006,3741376987.6626644,4706801785.900265,3271678719.9074054,3948580758.1822205,4405077045.300972,3881426103.490683,3434627858.29966,3574663826.7174344,3972634431.324583,4138097126.7245703,4053027030.0363164,4416874388.765768,4226675412.6092715,3811298421.4536586,3885501295.384339,4851825253.427611,3654672081.8823586,3717452141.8925557,3997030748.547447,3696082191.0035024,4088848763.880421,4279710247.413783,4509937186.754976,4196008875.9842057,3877203071.1218677,4440550122.630107,4430447795.321807,3887371778.677236,3639385232.974246,3884138482.8142486,3742820229.6878476,4419006329.279055,4085508454.5188704,3488662259.0911736,3583256135.5548086,3905705126.038124,4018303935.845711,4018141112.346322,4083769484.695144,4404106389.197777,4096086491.491506,4118879421.332002,4585263753.680903,4666152755.715687,4355789189.288263,4033741866.921673,3756286676.6374583,3813752102.467991,4155160130.7730975,3660336367.0663347,3594711818.7630367,4512251396.897956,4149375069.8155804,4093739383.394142,3374094136.075823,4038426431.02162,4491801394.010533,4202220056.5282564,4508520061.074127,4055769971.9565287,4102765155.8953815,4106346413.270865,3641032176.4096475,4334780437.908895,4017844391.0356336,3776745143.853951,3757208326.6462946,4386832182.571669,4183923514.5127096,4414168672.988428,2606715845.2166195,3578872896.846776,3895737807.9665284,3514215461.634667,3604818068.812238,3922896289.989059,4162311063.6465306,3970458827.063727,4692343212.489897,3617601457.9708743,3906208716.815945,4233170369.882065,4217473349.133313,3894363247.2937303
